Symbol,Security,CIK,filing_accession,filing_date,fiscal_year,source_form,revenue_musd,net_income_musd,total_liabilities_musd,total_shareholders_equity_musd,cfo_musd,liabilities_to_shareholders_equity_ratio,partial_data,tag_used_revenue,tag_used_net_income,tag_used_total_liabilities,tag_used_total_shareholders_equity,tag_used_cfo
ENPH,Enphase Energy,0001463101,0001463101-24-000024,2/9/2024,2023,10-K,2290.79,438.94,2399.39,983.62,696.78,2.439346496,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
ETR,Entergy,0000065984,0000065984-24-000012,2/23/2024,2023,10-K,12147.41,2356.54,59703.4,14622.65,4294.33,4.082939823,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
EOG,EOG Resources,0000821189,0000821189-24-000011,2/22/2024,2023,10-K,24186,7594,43857,28090,11340,1.561302955,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
EPAM,EPAM Systems,0001352010,0001352010-24-000008,2/22/2024,2023,10-K,4690.54,417.08,880.89,3470.89,562.63,0.253793696,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
EQT,EQT Corporation,0000033213,0000033213-24-000008,2/14/2024,2023,10-K,6908.92,1735.23,10504.28,14773.2,3178.85,0.711036201,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
EFX,Equifax,0000033185,0000033185-24-000017,2/22/2024,2023,10-K,5265.2,545.3,7592.5,4534.1,1116.8,1.674532983,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
EQIX,Equinix,0001101239,0001628280-24-005350,2/16/2024,2023,10-K,8188.14,969.18,20137.22,12488.89,3216.59,1.612410711,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
EQR,Equity Residential,0000906107,0000950170-24-015907,2/15/2024,2023,10-K,2873.964,835.44,8456.19,11085.83,1532.8,0.762792682,TRUE,,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
ERIE,Erie Indemnity,0000922621,0000922621-24-000006,2/26/2024,2023,10-K,3268.94,446.06,809.13,1662.84,381.2,0.486595223,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
ESS,Essex Property Trust,0000920522,0000920522-24-000033,2/23/2024,2023,10-K,1669.39,430.71,6735.24,5422.75,980.06,1.242034023,FALSE,us-gaap:Revenues,us-gaap:ProfitLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
EL,Estée Lauder Companies (The),0001001250,0001001250-24-000116,8/19/2024,2023,10-K,15910,1010,23415,5585,1731,4.192479857,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:ProfitLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap:NetCashProvidedByUsedInOperatingActivities
EG,Everest Group,0001095073,0001095073-24-000009,2/28/2024,2023,10-K,14587,2517,36197,13202,4553,2.741781548,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
EVRG,Evergy,0001711269,0001711269-24-000007,2/29/2024,2023,10-K,5508.2,731.3,30976.1,9663.1,1980.2,3.205606896,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
ES,Eversource Energy,0000072741,0000072741-24-000005,2/14/2024,2023,10-K,11910.7,-434.7,55612.25,14173.89,1646.16,3.923570029,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
EXC,Exelon,0001109357,0001109357-24-000053,2/21/2024,2023,10-K,21727,2328,75791,25755,4703,2.942768394,FALSE,us-gaap:Revenues,us-gaap:ProfitLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
EXE,Expand Energy,0000895126,0000895126-24-000013,2/21/2024,2023,10-K,8721,2419,3647,10729,2380,0.339919843,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
EXPE,Expedia Group,0001324424,0001324424-24-000007,2/9/2024,2023,10-K,12839,797,21642,1534,2690,14.10821382,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
EXPD,Expeditors International,0000746515,0000950170-24-019394,2/23/2024,2023,10-K,9300.11,752.88,4523.81,2390.35,1053.19,1.892530383,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
EXR,Extra Space Storage,0001289490,0001628280-24-008044,2/29/2024,2023,10-K,2560.24,803.2,12042.31,14390.92,1402.47,0.836799176,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
XOM,ExxonMobil,0000034088,0000034088-24-000018,2/28/2024,2023,10-K,344582,36010,163779,204802,55369,0.799694339,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
FFIV,F5 Inc.,0001048695,0001048695-23-000039,11/14/2023,2023,10-K,2813.17,394.95,5248.33,2800.23,653.41,1.874249615,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap:NetCashProvidedByUsedInOperatingActivities
FDS,FactSet,0001013237,0001013237-23-000128,10/27/2023,2023,10-K,2085.51,468.17,2342.99,1619.93,645.57,1.44635262,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
FICO,Fair Isaac,0000814547,0000814547-23-000022,11/8/2023,2023,10-K,1513.56,429.38,2263.27,-687.99,468.92,-3.289684443,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
FAST,Fastenal,0000815556,0000815556-24-000009,2/6/2024,2023,10-K,7346.7,1155,4462.9,3348.8,1432.7,1.332686335,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
FRT,Federal Realty Investment Trust,0000034903,0000034903-24-000032,2/12/2024,2023,10-K,1132.15,236.99,5210.99,2963.51,555.83,1.758384483,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
FDX,FedEx,0001048911,0000950170-24-083577,7/15/2024,2023,10-K,90155,3972,87143,26088,8848,3.340348053,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
FIS,Fidelity National Information Services,0001136893,0001136893-24-000015,2/26/2024,2023,10-K,2397,140,36006,19093,4335,1.885822029,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
FITB,Fifth Third Bancorp,0000035527,0000035527-24-000088,2/27/2024,2023,10-K,12641,2349,195402,19172,4509,10.19205091,TRUE,,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
FSLR,First Solar,0001274494,0001274494-24-000004,2/27/2024,2023,10-K,3318.6,830.78,3677.66,6687.47,602.26,0.549932934,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
FE,FirstEnergy,0001031296,0001031296-24-000008,2/13/2024,2023,10-K,12870,1102,37851,10437,1387,3.626616844,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
FI,Fiserv,0000798354,0000798354-24-000037,2/22/2024,2023,10-K,19093,3068,60221,29857,5162,2.016980942,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
F,Ford Motor Company,0000037996,0000037996-24-000009,2/7/2024,2023,10-K,176191,4347,230512,42773,14918,5.389194118,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
FTNT,Fortinet,0001262039,0001262039-24-000014,2/26/2024,2023,10-K,5304.8,1147.8,7722.3,-463.4,1935.5,-16.66443677,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
FTV,Fortive,0001659166,0001659166-25-000024,2/25/2025,2023,10-K,6065.3,865.8,16911.8,10318.9,1353.6,1.638915001,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
FOXA,Fox Corporation (Class A),0001754301,0001628280-24-036123,8/8/2024,2023,10-K,14913,1253,21866,10378,1800,2.106957024,FALSE,us-gaap:Revenues,us-gaap:ProfitLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
FOX,Fox Corporation (Class B),0001754301,0001628280-24-036123,8/8/2024,2023,10-K,14913,1253,21866,10378,1800,2.106957024,FALSE,us-gaap:Revenues,us-gaap:ProfitLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
BEN,Franklin Resources,0000038777,0000038777-23-000169,11/14/2023,2023,10-K,7849.4,882.8,16547.3,11916.9,1138.7,1.388557427,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
FCX,Freeport-McMoRan,0000831259,0000831259-24-000011,2/16/2024,2023,10-K,22855,3751,25196,16693,5279,1.509375187,FALSE,us-gaap:Revenues,us-gaap:ProfitLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
GRMN,Garmin,0001121788,0000950170-24-017559,2/21/2024,2023,10-K,5228.25,1289.64,8603.57,7012.06,1376.27,1.226967539,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
IT,Gartner,0000749251,0000749251-24-000006,2/15/2024,2023,10-K,5906.96,882.47,7155.28,680.63,1155.74,10.51273085,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
GE,GE Aerospace,0000040545,0000040545-24-000027,2/2/2024,2023,10-K,14486,7506,134466,27378,5179,4.911461758,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
GEHC,GE HealthCare,0001932393,0001932393-24-000013,2/6/2024,2023,10-K,19552,1568,25144,7133,2101,3.525024534,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivitiesContinuingOperations
GEV,GE Vernova,0001996810,0001996810-25-000011,2/6/2025,2023,10-K,33239,-438,37741,7416,1186,5.089131607,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
GEN,Gen Digital,0000849399,0000849399-24-000036,5/16/2024,2023,10-K,3338,1349,13747,2200,757,6.248636364,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
GNRC,Generac,0001474735,0001437749-24-005040,2/21/2024,2023,10-K,887.91,12.43,2743.69,2340.25,521.67,1.172391838,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
GD,General Dynamics,0000040533,0000040533-24-000007,2/8/2024,2023,10-K,42272,3315,54810,21299,4710,2.573360252,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
GIS,General Mills,0000040704,0001193125-24-168943,6/26/2024,2023,10-K,1957.4,2593.9,20751.7,10449.6,2778.6,1.985884627,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
GM,General Motors,0001467858,0001467858-24-000031,1/30/2024,2023,10-K,171842,10127,204757,64286,20930,3.185094733,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
GPC,Genuine Parts Company,0000040987,0000040987-24-000024,2/22/2024,2023,10-K,23090.61,1316.52,17968.45,4401.05,1435.61,4.08276434,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
GILD,Gilead Sciences,0000882095,0000882095-24-000007,2/23/2024,2023,10-K,27116,5665,62125,22833,8006,2.72084264,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
GPN,Global Payments,0001123360,0001123360-24-000004,2/14/2024,2023,10-K,9654.42,986.23,26782.67,22999.21,2248.74,1.164503911,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
GL,Globe Life,0000320335,0000320335-24-000006,2/28/2024,2023,10-K,1321.32,223.61,23564.7,4486.8,1482.42,5.252005884,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
GDDY,GoDaddy,0001609711,0001609711-24-000022,2/29/2024,2023,10-K,4254.1,1374.8,7564.9,62.2,1047.6,121.6221865,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
GS,Goldman Sachs,0000886982,0000886982-24-000006,2/23/2024,2023,10-K,46254,8516,1524689,116905,-12587,13.04211967,TRUE,,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
HAL,Halliburton,0000045012,0000045012-24-000007,2/6/2024,2023,10-K,23018,2638,15250,9391,3458,1.623895219,TRUE,,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
HIG,Hartford (The),0000874766,0000874766-24-000016,2/23/2024,2023,10-K,5910,535,61453,15327,4220,4.009460429,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
HAS,Hasbro,0000046080,0000046080-24-000034,2/28/2024,2023,10-K,5003.3,-1489.3,5453.9,1087,725.6,5.017387305,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap:NetCashProvidedByUsedInOperatingActivities
HCA,HCA Healthcare,0000860730,0000950170-24-016524,2/16/2024,2023,10-K,64968,5242,56211,-1774,9431,-31.68602029,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
DOC,Healthpeak Properties,0000765880,0001628280-24-004094,2/9/2024,2023,10-K,2181,306.01,8773.98,6350.45,956.24,1.381631223,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
HSIC,Henry Schein,0001000228,0001000228-24-000011,2/28/2024,2023,10-K,12339,416,5420,3655,500,1.482900137,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
HSY,Hershey Company (The),0000047111,0000047111-24-000009,2/20/2024,2023,10-K,11164.99,1861.79,7803.85,4099.09,2323.19,1.9038006,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
HPE,Hewlett Packard Enterprise,0001645590,0001645590-23-000117,12/22/2023,2023,10-K,29135,2025,57153,21182,4428,2.69818714,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
HLT,Hilton Worldwide,0001585689,0001585689-24-000027,2/7/2024,2023,10-K,10235,1141,17748,-2360,1946,-7.520338983,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
HOLX,Hologic,0000859737,0000859737-23-000023,11/21/2023,2023,10-K,4030.4,456,9139.3,5016.9,1051.2,1.821702645,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
HD,Home Depot (The),0000354950,0000354950-24-000062,3/13/2024,2023,10-K,157403,17105,74883,1562,14615,47.94046095,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
HON,Honeywell,0000773840,0000773840-24-000014,2/16/2024,2023,10-K,36662,5658,61525,15856,5340,3.880234612,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
HRL,Hormel Foods,0000048465,0000048465-23-000083,12/6/2023,2023,10-K,12110.01,793.57,13448.77,7734.89,1047.85,1.738715095,TRUE,,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
HST,Host Hotels & Resorts,0001070750,0001070750-24-000081,2/28/2024,2023,10-K,5311,740,5417,6633,1441,0.816674205,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
HWM,Howmet Aerospace,0000004281,0000004281-24-000007,2/13/2024,2023,10-K,6640,765,6391,4037,901,1.583106267,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
HPQ,HP Inc.,0000047217,0000047217-23-000100,12/18/2023,2023,10-K,53718,3263,37004,-1069,3571,-34.61552853,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
HUBB,Hubbell Incorporated,0000048898,0001628280-24-003792,2/8/2024,2023,10-K,5372.9,759.8,4024.7,2877,880.8,1.398922489,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivitiesContinuingOperations
HUM,Humana,0000049071,0000049071-24-000012,2/15/2024,2023,10-K,106374,2489,30747,16262,3981,1.890726848,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
HBAN,Huntington Bancshares,0000049196,0000049196-24-000020,2/16/2024,2023,10-K,1400,1951,169970,19353,2657,8.782617682,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
HII,Huntington Ingalls Industries,0001501585,0001501585-24-000007,2/1/2024,2023,10-K,11454,681,7122,4093,970,1.740043978,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
IBM,IBM,0000051143,0000051143-24-000012,2/26/2024,2023,10-K,61860,7502,112628,22533,13931,4.998357964,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
IEX,IDEX Corporation,0000832101,0000832101-24-000009,2/22/2024,2023,10-K,3273.9,596.1,2324,3541.4,716.7,0.656237646,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
IDXX,Idexx Laboratories,0000874716,0000874716-24-000057,2/22/2024,2023,10-K,3660.95,845.04,1775.39,1484.53,906.51,1.195927331,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
ITW,Illinois Tool Works,0000049826,0000049826-24-000008,2/9/2024,2023,10-K,16107,2957,15518,3013,3539,5.15034849,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:ProfitLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap:NetCashProvidedByUsedInOperatingActivities
INCY,Incyte,0000879169,0000879169-24-000045,2/13/2024,2023,10-K,3695.65,597.6,1592.27,5189.84,496.49,0.306805219,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
IR,Ingersoll Rand,0001699150,0001628280-24-006642,2/23/2024,2023,10-K,6876.1,778.7,5716.8,9783.8,1377.4,0.584312844,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivitiesContinuingOperations
PODD,Insulet Corporation,0001145197,0001145197-24-000011,2/23/2024,2023,10-K,1697.1,206.3,1855.5,732.7,145.7,2.532414358,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
INTC,Intel,0000050863,0000050863-24-000010,1/26/2024,2023,10-K,54228,1689,191572,105590,11471,1.814300597,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
IBKR,Interactive Brokers,0001381197,0001381197-24-000083,2/27/2024,2023,10-K,1557,2812,114356,3584,4544,31.90736607,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:ProfitLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
